,index,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,available_30,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,host_id,member_since
22,22,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,0,9/10,10/10,,0,36353225,0,0,0,Private room,,60.16465,https://www.airbnb.com/api/v2/pdp_listing_details/36353225?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.92568,1125,1,1.0,Cozy home in the true heart of Helsinki,Kamppi,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,13,"Wifi,Kitchen,Heating",,58,1.0,50-89%,,42.0,80-94/100,84,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,42.0,0.95,0,0,"Wifi, Kitchen, Indoor fireplace, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Host greets you, Bed linens, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1594926.0,2012-01-01
23,23,10/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,0.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,,0,38771885,0,0,0,Entire apartment,,60.16065,https://www.airbnb.com/api/v2/pdp_listing_details/38771885?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,10/10,24.93381,1125,1,0.8,Cosy studio for 3 in Punavuori district w/ balcony,Punavuori,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",3,8,"Wifi,Kitchen,Heating",,81,1.0,50-89%,,42.0,80-94/100,25,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,42.0,0.9,5,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Crib, High chair, Pack ’n Play/travel crib, Room-darkening shades, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Patio or balcony, Smoke alarm",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,277298468.0,2019-07-01
24,24,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,,0,40033351,0,0,1,Entire condominium,,60.1677,https://www.airbnb.com/api/v2/pdp_listing_details/40033351?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.93186,1125,2,0.0,Luxurious apartment in Kampin keskus with sauna,Kamppi,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",4,19,"Wifi,Kitchen,Heating",,122,37.0,50-89%,,42.0,80-94/100,13,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,9/10,42.0,0.0,16,0,"Elevator, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Baby bath, Children’s dinnerware, Crib, High chair, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Private entrance, Long term stays allowed, Bed linens, Extra pillows and blankets, Patio or balcony, Smoke alarm, No stairs or steps to enter, Step-free path to entrance, No stairs or steps to enter, No stairs or steps to enter, Handheld shower head, No stairs or steps to enter",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,308757994.0,2019-11-01
25,25,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,,0,42684617,0,0,0,Entire apartment,,60.1883,https://www.airbnb.com/api/v2/pdp_listing_details/42684617?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.962629999999997,1125,1,0.85,Stylish down town studio with best connections,,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,18,"Wifi,Kitchen,Heating",,46,1.0,100%,,42.0,80-94/100,4,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,42.0,0.9,0,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Long term stays allowed, Bed linens, Shower gel",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,62311856.0,2016-03-01
26,26,10/10,1.0,1.0,0.0,,nan,1.5,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,,0,42596142,0,1,0,Private room,,60.23826,https://www.airbnb.com/api/v2/pdp_listing_details/42596142?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.07771,1125,1,1.0,Community of Kontula - Small cozy private room,,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",1,6,"Wifi,Kitchen,Heating",,26,1.0,0-49%,,42.0,80-94/100,2,Private room in apartment,Private room,private_room,,Private room,nan,9/10,42.0,1.0,0,0,"Wifi, Kitchen, Iron, Shampoo, Washer, Heating, Essentials, Laptop-friendly workspace, Hot water, Smoke alarm, First aid kit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
27,27,10/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,,0,41758970,0,0,0,Entire apartment,,60.16826999999999,https://www.airbnb.com/api/v2/pdp_listing_details/41758970?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.92888,1125,1,1.0,In the heart of the city: 1BR apartment w/ balcony,Kamppi,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",4,13,"Wifi,Kitchen,Heating",,93,1.0,50-89%,,42.0,80-94/100,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,42.0,1.0,5,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, High chair, Pack ’n Play/travel crib, Room-darkening shades, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Long term stays allowed, Bed linens, Patio or balcony, Smoke alarm",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,277298468.0,2019-07-01
29,29,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,43,9/10,10/10,,0,24045106,0,0,1,Entire condominium,,60.17026,https://www.airbnb.com/api/v2/pdp_listing_details/24045106?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kluuvi,10/10,24.94564,1124,1,0.85,Unique Home,Kluuvi,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",4,11,"Hosted by a business,Wifi,Kitchen,Heating",,116,37.0,100%,,42.0,80-94/100,22,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,9/10,42.0,0.9,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Crib, High chair, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Long term stays allowed, Bed linens, Extra pillows and blankets, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17081157.0,2014-06-01
30,30,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,0.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,15,9/10,10/10,,0,18521789,0,0,1,Private room,,60.1896,https://www.airbnb.com/api/v2/pdp_listing_details/18521789?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.94669,120,1,0.72,Private room in Downtown. Linnanmäki. Kallio,,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,13,"Wifi,Heating",,58,1.0,100%,,42.0,80-94/100,105,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,42.0,0.96,15,97,"Elevator, Wifi, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Host greets you, Lock on bedroom door, Garden or backyard, Fire extinguisher, Smoke alarm, First aid kit",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6147554.0,2013-04-01
31,31,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,3.0,0,CANCEL_MODERATE,9/10,Helsingfors,22,9/10,10/10,,0,33890366,0,0,1,Entire loft,,60.17661999999999,https://www.airbnb.com/api/v2/pdp_listing_details/33890366?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Etu-Töölö,10/10,24.92945,1125,1,0.0,Cozy loft apartment in best location!,Etu-Töölö,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",4,9,"Wifi,Kitchen,Heating",,109,35.0,100%,,42.0,80-94/100,130,Entire loft,Entire home/apt,entire_home,,Entire loft,4.5-5.0/5.0,9/10,42.0,0.0,0,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Private entrance, Fire extinguisher, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2725082.0,2012-06-01
32,32,10/10,1.0,1.0,0.0,,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsingfors,0,9/10,10/10,,0,43064194,0,1,0,Apartment room,,60.16945,https://www.airbnb.com/api/v2/pdp_listing_details/43064194?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Etu-Töölö,10/10,24.92134,60,1,0.55,Private studios in the heart of the city,Etu-Töölö,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,4,"Wifi,Heating",,46,47.0,100%,,42.0,80-94/100,0,Private room in serviced apartment,Private room,private_room,,Apartment room,nan,9/10,42.0,0.65,0,0,"Wifi, Dryer, Shampoo, Washer, Hangers, Heating, Essentials, Host greets you, Lock on bedroom door, Fire extinguisher, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,231571873.0,2018-12-01
35,35,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,,0,36196446,0,0,0,Private room,,60.226659999999995,https://www.airbnb.com/api/v2/pdp_listing_details/36196446?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.06331,1125,1,0.0,Good place And safety,,"Helsinki, Finland","Tyylikäs Kaksio Kampin Keskuksessa, oma sauna!",2,9,"Wifi,Kitchen,Free parking,Heating",,41,1.0,100%,,42.0,80-94/100,27,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,42.0,0.0,0,0,"Free parking on premises, Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Hot water, Dishes and silverware, Host greets you, Private entrance, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,272221729.0,2019-06-01
36,36,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,38,10/10,10/10,,0,34367632,0,0,0,Entire apartment,,60.16882,https://www.airbnb.com/api/v2/pdp_listing_details/34367632?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.93229,1125,2,0.0,Unique luxurious home with sauna in Kamppi Center,Kamppi,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,4,12,"Wifi,Kitchen,Heating",,122,1.0,100%,,105.0,80-94/100,21,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,105.0,0.0,16,0,"Elevator, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s dinnerware, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Building staff, Private entrance, Long term stays allowed, Bed linens, Patio or balcony, Carbon monoxide alarm, Smoke alarm",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,197040737.0,2018-06-01
37,37,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,,0,29644231,0,0,1,Entire condominium,,60.15691999999999,https://www.airbnb.com/api/v2/pdp_listing_details/29644231?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,10/10,24.942510000000002,1125,1,0.8,Jugend-helmi Etelä-Helsingissä,Ullanlinna,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,2,16,"Kitchen,Heating",,101,37.0,100%,,105.0,80-94/100,158,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,9/10,105.0,0.9,0,0,"Kitchen, Hair dryer, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Pocket wifi, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Stove, Host greets you, Bed linens, Shower gel, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,223130014.0,2018-10-01
38,38,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,26,10/10,10/10,,0,3408263,0,0,0,Entire apartment,,60.195190000000004,https://www.airbnb.com/api/v2/pdp_listing_details/3408263?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.9601,1124,1,0.74,Arty interior in 1900 wooden house,,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,2,9,"Wifi,Kitchen,Heating",,75,1.0,50-89%,,105.0,80-94/100,606,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,105.0,0.9,0,217,"Wifi, Kitchen, Hair dryer, TV, Washer, Hangers, Heating, Essentials, Hot water, Paid parking off premises, Host greets you, Long term stays allowed, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,17187444.0,2014-06-01
39,39,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,14,10/10,10/10,,0,4459868,0,0,0,Entire apartment,,60.178580000000004,https://www.airbnb.com/api/v2/pdp_listing_details/4459868?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kruununhaka,10/10,24.953229999999998,1125,1,0.8,Cosy Helsinki Inner City Apartment,Kruununhaka,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,4,22,"Wifi,Kitchen,Heating",,95,1.0,0-49%,,105.0,80-94/100,603,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,105.0,0.9,9,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Children’s books and toys, Crib, Game console, High chair, Pack ’n Play/travel crib, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Lockbox, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Waterfront, Carbon monoxide alarm, Smoke alarm",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,
40,40,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,,0,38727425,0,0,1,Private room,,60.212830000000004,https://www.airbnb.com/api/v2/pdp_listing_details/38727425?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.15161,1125,1,0.0,Nice and cheap bedroom available in Helsinki. ❤,,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,2,6,"Wifi,Kitchen,Heating",,27,37.0,50-89%,,105.0,80-94/100,52,Private room in condominium,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,105.0,0.0,0,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, Hangers, Heating, Essentials, Hot water",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,296111205.0,2019-09-01
41,41,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,0.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,4,10/10,10/10,,0,39487366,0,0,1,Private room,,60.20016999999999,https://www.airbnb.com/api/v2/pdp_listing_details/39487366?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.119139999999998,28,1,0.0,NEW! Large BUDGET-room  walking from Metro,,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,3,4,"Wifi,Kitchen,Free parking,Heating",,28,1.0,100%,,105.0,80-94/100,8,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,9/10,105.0,0.94,7,0,"Free parking on premises, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Beach essentials, Ethernet connection, Hot water, Children’s books and toys, Children’s dinnerware, Crib, Pack ’n Play/travel crib, Room-darkening shades, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Baking sheet, Barbecue utensils, Host greets you, Bed linens, Extra pillows and blankets, Lock on bedroom door, Shower gel, BBQ grill, Patio or balcony, Garden or backyard, Beachfront, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,31242736.0,2015-04-01
42,42,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,43,10/10,10/10,,0,31606666,0,0,0,Entire apartment,,60.17283000000001,https://www.airbnb.com/api/v2/pdp_listing_details/31606666?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,10/10,24.94356,1125,2,0.0,Business Deluxe Apartment next to Central Station,Kluuvi,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,4,13,"Wifi,Kitchen,Heating",,129,1.0,100%,,105.0,80-94/100,27,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,105.0,0.0,16,0,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Heating, Essentials, Laptop-friendly workspace, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,2017-05-01
43,43,10/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsingfors,20,10/10,10/10,,0,37905256,0,0,0,Entire apartment,,60.157959999999996,https://www.airbnb.com/api/v2/pdp_listing_details/37905256?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,10/10,24.94623,1125,1,0.0,Home in Ullanlinna,,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,4,6,"Wifi,Kitchen,Heating",,79,1.0,50-89%,,105.0,80-94/100,49,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,105.0,0.95,11,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Pocket wifi, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Stove, Host greets you, Bed linens",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19046248.0,2014-07-01
44,44,10/10,1.0,1.0,0.0,,nan,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,,0,42545597,0,1,0,Entire condominium,,60.16975,https://www.airbnb.com/api/v2/pdp_listing_details/42545597?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.9308,1125,2,0.0,Stylish 1BR apartment in Kamppi Center with Sauna,Kamppi,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,4,16,"Hosted by a business,Wifi,Kitchen,Heating",,115,37.0,100%,,105.0,80-94/100,2,Entire condominium,Entire home/apt,entire_home,,Entire condominium,nan,9/10,105.0,0.0,16,0,"Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, Baby bath, Children’s dinnerware, High chair, Pack ’n Play/travel crib, Room-darkening shades, Window guards, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Fire extinguisher",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,131448493.0,2017-05-01
45,45,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_MODERATE,10/10,Helsingfors,16,10/10,10/10,,0,33603361,0,0,1,Entire loft,,60.1756,https://www.airbnb.com/api/v2/pdp_listing_details/33603361?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Etu-Töölö,10/10,24.92983,1125,1,0.0,Loft studio in best location!,Etu-Töölö,"Helsinki, Finland",Private room in Downtown. Linnanmäki. Kallio,3,8,"Wifi,Heating",,89,35.0,100%,,105.0,80-94/100,113,Entire loft,Entire home/apt,entire_home,,Entire loft,4.5-5.0/5.0,9/10,105.0,0.0,0,0,"Wifi, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Refrigerator, Oven, Stove, Host greets you, Private entrance, Fire extinguisher, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2725082.0,2012-06-01
