,index,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,available_30,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,host_id,member_since
229,229,9/10,1.0,0.0,0.0,,3.6-4.4/5.0,0.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,0-8/10,Helsinki,0,9/10,9/10,,0,39743804,0,0,0,Shared room,,60.206019999999995,https://www.airbnb.com/api/v2/pdp_listing_details/39743804?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,24.8559,30,1,0.8,"Fantastic peaceful 1 room in Munkkivuori 
14m",,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,2,9,"Wifi,Kitchen",,39,36.0,0-49%,,91.0,80-94/100,3,Shared room in townhouse,Shared room,shared_room,,Shared room,3.6-4.4/5.0,9/10,91.0,0.9,22,0,"Wifi, Kitchen, Dryer, Iron, Washer, Essentials, Laptop-friendly workspace, Hot water, Single level home, Free street parking, Coffee maker, Cooking basics, Microwave, Oven",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,255352421.0,2019-04-01
230,230,9/10,1.0,0.0,0.0,,4.5-5.0/5.0,1.0,2.0,5.0,1,CANCEL_FLEXIBLE,0-8/10,Helsinki,32,9/10,9/10,,0,34502613,0,0,0,Entire cabin,,60.27361,https://www.airbnb.com/api/v2/pdp_listing_details/34502613?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,25.04119,1125,1,0.9,"Puistolan punakka, puunattu puumaja",,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,4,11,"Wifi,Kitchen,Free parking,Heating",,115,4.0,100%,,91.0,80-94/100,45,Entire cabin,Entire home/apt,entire_home,,Entire cabin,3.6-4.4/5.0,9/10,91.0,0.91,16,0,"Free parking on premises, Wifi, Kitchen, Shampoo, TV, Washer, Heating, Essentials, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Stove, Lockbox, Private entrance, Luggage dropoff allowed, Garden or backyard, Fire extinguisher, Smoke alarm, First aid kit",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,239941809.0,2019-01-01
233,233,9/10,1.0,0.0,0.0,,nan,4.0,1.0,3.0,1,CANCEL_FLEXIBLE,0-8/10,Helsingfors,0,9/10,9/10,,0,41799227,0,0,0,Hostel room,,60.178619999999995,https://www.airbnb.com/api/v2/pdp_listing_details/41799227?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,9/10,24.95967000000001,1125,1,0.0,Семейный номер. №10 · Hotel-hostel INNTOURIST in the CENTER of Helsinki,,"Helsinki, Finland",Cool Flat in Hipster Kallio!!!,4,15,"Wifi,Heating",,73,45.0,100%,,91.0,80-94/100,0,Private room in hostel,Private room,private_room,,Hostel room,nan,9/10,91.0,0.0,0,0,"Wifi, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Crib, High chair, Room-darkening shades, Paid parking on premises, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Keypad, Private living room, Luggage dropoff allowed, Long term stays allowed, Bed linens, Lock on bedroom door, Shower gel, Waterfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,328007351.0,2020-01-01
236,236,nan,1.0,1.0,0.0,,0-3.5/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,nan,Helsinki,33,nan,nan,,0,5713056,0,0,0,Private room,,60.18875,https://www.airbnb.com/api/v2/pdp_listing_details/5713056?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,nan,24.87142,1125,1,0.92,HOMELY ROOM FOR 2 WITH SEA VIEW,,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,2,20,"Wifi,Kitchen,Free parking,Heating",,74,2.0,100%,,0.0,nan,7,Private room in house,Private room,private_room,,Private room,0-3.5/5.0,nan,0.0,0.96,11,326,"Free parking on premises, Pool, Wifi, Kitchen, Air conditioning, Hair dryer, Shampoo, TV, Washer, Heating, Essentials, Hot water, Free street parking, Coffee maker, Cooking basics, Host greets you, Lock on bedroom door, Beachfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,14000881.0,2014-04-01
237,237,nan,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,nan,Helsinki,38,nan,nan,,0,23867247,0,0,0,Entire apartment,,60.16464000000001,https://www.airbnb.com/api/v2/pdp_listing_details/23867247?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,nan,24.92457000000001,1125,1,0.85,Comfy budget place with Sauna,Kamppi,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,4,11,"Wifi,Kitchen,Heating",,154,1.0,100%,,0.0,nan,58,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,nan,0.0,0.95,11,0,"Elevator, Wifi, Kitchen, Air conditioning, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Crib, Paid parking off premises, Paid parking on premises, Host greets you, Long term stays allowed, Smoke alarm",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,176958669.0,2018-03-01
238,238,nan,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,3.0,1,CANCEL_MODERATE,nan,Helsinki,22,nan,nan,,0,13509024,0,0,0,Entire apartment,,60.15625,https://www.airbnb.com/api/v2/pdp_listing_details/13509024?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,nan,24.946270000000002,1125,1,0.75,Ullis Pearl - on the best street in Helsinki,Ullanlinna,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,4,34,"Wifi,Kitchen,Heating",,128,1.0,100%,,0.0,nan,69,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,nan,0.0,0.9,11,98,"Dryer, Essentials, Heating, Hot water, Iron, Laptop-friendly workspace, TV, Washer, Wifi, Elevator, Coffee maker, Dishes and silverware, Dishwasher, Kitchen, Microwave, Refrigerator, Oven, Long term stays allowed, Bed linens, Hair dryer, Hangers, Shampoo, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10253260.0,2013-11-01
239,239,nan,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,,0,38279258,0,0,0,Private room,,60.21838,https://www.airbnb.com/api/v2/pdp_listing_details/38279258?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,nan,24.856479999999998,1125,1,0.0,Nicely Designed Apartment,,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,2,10,"Wifi,Kitchen,Free parking",,74,1.0,100%,,0.0,nan,3,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,nan,0.0,0.0,0,0,"Free parking on premises, Wifi, Kitchen, Hair dryer, Iron, Shampoo, Washer, Essentials, Private living room, Lock on bedroom door",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,151933375.0,2017-09-01
241,241,nan,1.0,1.0,0.0,,nan,6.0,1.0,3.0,1,CANCEL_FLEXIBLE,nan,Helsingfors,0,nan,nan,,0,41797530,0,0,0,Hostel room,,60.180080000000004,https://www.airbnb.com/api/v2/pdp_listing_details/41797530?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kruununhaka,nan,24.95841,1125,1,0.0,Семейный номер. №6. · Hotel-hostel INNTOURIST in the CENTER of Helsinki,Kruununhaka,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,4,12,"Wifi,Heating",,73,45.0,100%,,0.0,nan,0,Private room in hostel,Private room,private_room,,Hostel room,nan,nan,0.0,0.0,0,0,"Wifi, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Crib, High chair, Room-darkening shades, Paid parking on premises, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Keypad, Private living room, Luggage dropoff allowed, Long term stays allowed, Bed linens, Lock on bedroom door, Shower gel, Waterfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,328007351.0,2020-01-01
244,244,nan,1.0,1.0,0.0,,nan,1.5,3.0,5.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,22,nan,nan,,0,41363321,0,0,1,Private room,,60.18645,https://www.airbnb.com/api/v2/pdp_listing_details/41363321?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Taka-Töölö,nan,24.91988,1125,1,0.75,Apartment on the Main Street of Helsinki,Taka-Töölö,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,8,15,"Wifi,Kitchen,Free parking,Heating",,266,1.0,50-89%,,0.0,nan,1,Private room in apartment,Private room,private_room,,Private room,nan,nan,0.0,0.9,0,0,"Free parking on premises, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Cleaning before checkout, Luggage dropoff allowed, Long term stays allowed, Bed linens, Lock on bedroom door, Shower gel, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,11724448.0,2014-01-01
245,245,nan,1.0,1.0,0.0,,nan,1.0,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,nan,Helsinki,0,nan,nan,,0,22411680,0,0,0,Entire place,,60.21579000000001,https://www.airbnb.com/api/v2/pdp_listing_details/22411680?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,nan,24.87277000000001,1125,1,0.0,Cozy triple hostel room with shared facilities (ID 8085),,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,3,21,"Wifi,Heating",,72,,50-89%,,0.0,nan,1,,Entire home/apt,entire_home,,Entire place,nan,nan,0.0,0.0,0,0,"Wifi, TV, Heating, Laptop-friendly workspace",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,161819653.0,2017-12-01
246,246,nan,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,,0,23778149,0,0,0,Private room,,60.1799,https://www.airbnb.com/api/v2/pdp_listing_details/23778149?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kruununhaka,nan,24.953129999999998,6,1,0.61,Bright room in the heart of Helsinki,Kruununhaka,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,4,6,"Kitchen,Heating",,83,1.0,100%,,0.0,nan,55,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,nan,0.0,0.82,11,0,"Elevator, Kitchen, Air conditioning, Hair dryer, Shampoo, Washer, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Private living room, Smoke alarm",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173327688.0,2018-02-01
248,248,nan,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,3.0,0,CANCEL_FLEXIBLE,nan,Helsingfors,22,nan,nan,,0,35342403,0,0,1,Entire apartment,,60.188359999999996,https://www.airbnb.com/api/v2/pdp_listing_details/35342403?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,nan,24.96529,1125,1,0.4,Modern studio close to center with WIFI,,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,3,22,"Wifi,Kitchen,Heating",,94,1.0,100%,,0.0,nan,7,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,nan,0.0,0.75,0,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Garden or backyard, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2369158.0,2012-05-01
250,250,nan,1.0,1.0,0.0,,nan,1.0,1.0,2.0,0,CANCEL_FLEXIBLE,nan,Helsinki,0,nan,nan,,0,41813525,0,0,0,Entire apartment,,60.19367,https://www.airbnb.com/api/v2/pdp_listing_details/41813525?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,nan,24.95336,1125,1,0.0,Warm and unique apartment near Kallio,,"Helsinki, Finland",Comy & cozy room in shared apartment ❤️Room 2,3,3,"Wifi,Kitchen,Free parking,Heating",,100,1.0,100%,,0.0,nan,2,Entire apartment,Entire home/apt,entire_home,,Entire apartment,nan,nan,0.0,0.0,0,0,"Free parking on premises, Wifi, Kitchen, Air conditioning, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Private entrance, Fire extinguisher, Smoke alarm, First aid kit",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,19582190.0,2014-08-01
252,252,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,9/10,,0,29734812,0,0,1,Entire condominium,,60.16559,https://www.airbnb.com/api/v2/pdp_listing_details/29734812?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,9/10,24.93545,1125,1,0.9,Modern Apartment in the City Center of Helsinki,Kamppi,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",5,8,"Wifi,Kitchen,Heating",,360,37.0,50-89%,,60.0,80-94/100,52,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,0-8/10,60.0,0.92,11,326,"Wifi, Kitchen, Air conditioning, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,192444037.0,2018-05-01
253,253,9/10,1.0,1.0,0.0,,nan,1.0,1.0,4.0,0,CANCEL_MODERATE,9/10,Helsinki,5,9/10,9/10,,0,42370980,0,1,0,Shared room,,60.18356,https://www.airbnb.com/api/v2/pdp_listing_details/42370980?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kruununhaka,9/10,24.952370000000002,1125,1,1.0,Cozy Home Best Location in Hip Cool Area Girl Only,Kruununhaka,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",2,11,"Kitchen,Heating",,76,1.0,50-89%,,60.0,80-94/100,0,Shared room in apartment,Shared room,shared_room,,Shared room,nan,0-8/10,60.0,1.0,22,0,"Elevator, Kitchen, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16169124.0,2014-05-01
254,254,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,0,9/10,9/10,,0,30722049,0,0,0,Entire apartment,,60.23242,https://www.airbnb.com/api/v2/pdp_listing_details/30722049?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,9/10,24.87526,1125,1,0.0,SSA Spot Premium Apartment Helsinki,,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",3,11,"Hosted by a business,Wifi,Kitchen,Heating",,118,1.0,50-89%,,60.0,80-94/100,9,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,0-8/10,60.0,0.0,0,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Keypad, Private entrance, Long term stays allowed, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,155877398.0,2017-10-01
255,255,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.5,3.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,9/10,,0,29531724,0,0,0,Entire condominium,,60.15812,https://www.airbnb.com/api/v2/pdp_listing_details/29531724?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,24.92003,1125,1,0.75,"3 bedroom apartment with sauna, balcony and gym",,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",8,25,"Wifi,Kitchen,Heating",,288,37.0,100%,,60.0,80-94/100,12,Entire condominium,Entire home/apt,entire_home,,Entire condominium,3.6-4.4/5.0,0-8/10,60.0,0.85,22,0,"Elevator, Gym, Wifi, Kitchen, Air conditioning, Dryer, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Pack ’n Play/travel crib, Room-darkening shades, Free street parking, Dishes and silverware, Host greets you, Carbon monoxide alarm, Smoke alarm",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,96003962.0,2016-09-01
258,258,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,2.0,3.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,65,9/10,9/10,,0,39571678,0,0,1,Entire apartment,,60.1595,https://www.airbnb.com/api/v2/pdp_listing_details/39571678?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,9/10,24.94203,1125,1,0.0,"2 BEDROOM, LUXURY KING BEDS, BALCONY, PARK VIEW",Punavuori,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",6,10,"Wifi,Kitchen,Heating",,128,1.0,100%,,60.0,80-94/100,19,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,0-8/10,60.0,0.0,16,272,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop friendly workspace, Hot water, Crib, Pack ’n Play/travel crib, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Long term stays allowed, Extra pillows and blankets, Patio or balcony, Carbon monoxide detector, Smoke detector",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19673057.0,2014-08-01
259,259,9/10,1.0,1.0,0.0,,0-3.5/5.0,1.0,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,0,9/10,9/10,,0,30722739,0,0,0,Entire apartment,,60.23242,https://www.airbnb.com/api/v2/pdp_listing_details/30722739?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,9/10,24.87526,1125,1,0.0,SSA Spot Premium Apartment Helsinki,,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",2,8,"Wifi,Kitchen,Heating",,98,1.0,50-89%,,60.0,80-94/100,5,Entire apartment,Entire home/apt,entire_home,,Entire apartment,0-3.5/5.0,0-8/10,60.0,0.0,0,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Keypad, Private entrance, Long term stays allowed, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,155877398.0,2017-10-01
261,261,9/10,1.0,1.0,0.0,,nan,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,9/10,,0,43072263,0,1,0,Private room,,60.23222,https://www.airbnb.com/api/v2/pdp_listing_details/43072263?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,9/10,24.90036,3,1,0.0,Cheap Sleep in Helsinki,,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",2,10,"Kitchen,Heating",,26,1.0,0-49%,,60.0,80-94/100,0,Private room in apartment,Private room,private_room,,Private room,nan,0-8/10,60.0,0.0,0,0,"Elevator, Kitchen, Hangers, Heating, Essentials, Hot water, Free street parking, Lock on bedroom door, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160786564.0,2017-12-01
262,262,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,38,9/10,9/10,,0,16178008,0,0,1,Private room,,60.17478000000001,https://www.airbnb.com/api/v2/pdp_listing_details/16178008?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,9/10,24.92282,1125,1,0.6,Da Mansion room 2 - Awesome City Center location,Etu-Töölö,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",2,46,"Wifi,Kitchen,Heating",,147,1.0,0-49%,,60.0,80-94/100,24,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,0-8/10,60.0,0.9,0,217,"Elevator, Wifi, Kitchen, Breakfast, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Smoke alarm, First aid kit",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6782028.0,2013-06-01
263,263,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,43,9/10,9/10,,0,1413969,0,0,0,Entire apartment,,60.15821,https://www.airbnb.com/api/v2/pdp_listing_details/1413969?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,9/10,24.93589,1125,1,0.85,Stylish and cozy in the center with free parking,Punavuori,"Helsinki, Finland","Whole nice Apt.(3rooms,70m2) in city centre",3,19,"Wifi,Kitchen,Free parking,Heating",,154,1.0,0-49%,,60.0,80-94/100,135,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,0-8/10,60.0,0.95,22,0,"Free parking on premises, Wifi, Kitchen, Cable TV, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Babysitter recommendations, Children’s books and toys, Single level home, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Luggage dropoff allowed, Long term stays allowed, BBQ grill, Garden or backyard, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1361867.0,2011-11-01
