,index,accuracy_rating,allows_children,allows_infants,allows_pets,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,listing_url,location_rating,longitude,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since
178,219,9.0,1.0,0.0,0.0,4.75,1.0,Studio,0.0,2.0,1,CANCEL_FLEXIBLE,8.0,Helsinki,16,9.0,9.0,0,13731497,0,0,1,Entire apartment,60.15691999999999,https://www.airbnb.com/api/v2/pdp_listing_details/13731497?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.94572,5,1,0.0,3,12,$115,1.0,0.0,0.0,unknown,91.0,87.0,67,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,91.0,0.98,33,109,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2016-06-01
179,220,9.0,1.0,0.0,0.0,5.0,1.5,1 bedroom,1.0,2.0,0,CANCEL_FLEXIBLE,8.0,Helsinki,16,9.0,9.0,0,42584393,0,0,0,Entire apartment,60.16611,https://www.airbnb.com/api/v2/pdp_listing_details/42584393?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.9744,1125,1,0.65,6,24,$121,1.0,0.0,100.0,within an hour,91.0,87.0,3,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,91.0,0.95,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2020-01-01
180,221,9.0,1.0,0.0,0.0,5.0,4.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,8.0,Helsinki,0,9.0,9.0,0,41653754,0,0,0,Hostel room,60.17961999999999,https://www.airbnb.com/api/v2/pdp_listing_details/41653754?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.958920000000006,1125,1,0.0,4,13,$73,45.0,0.0,100.0,within an hour,91.0,87.0,3,Private room in hostel,Private room,private_room,Hostel room,5.0,9.0,91.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
181,222,9.0,1.0,0.0,0.0,4.63,1.0,1 bedroom,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,38,9.0,9.0,0,31973556,0,0,0,Entire apartment,60.2002,https://www.airbnb.com/api/v2/pdp_listing_details/31973556?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.9404,1125,1,0.75,5,16,$167,1.0,0.0,89.0,within an hour,91.0,87.0,16,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,91.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2013-05-01
182,223,9.0,1.0,0.0,0.0,,1.5,1 bedroom,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,16,9.0,9.0,0,41587934,0,0,1,Private room,60.18622,https://www.airbnb.com/api/v2/pdp_listing_details/41587934?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.92214,1125,1,0.8,4,14,$105,1.0,0.0,90.0,within an hour,91.0,87.0,1,Private room in apartment,Private room,private_room,Private room,,9.0,91.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-01-01
183,224,9.0,1.0,0.0,0.0,4.75,1.0,1 bedroom,1.0,2.0,0,CANCEL_MODERATE,8.0,Helsinki,11,9.0,9.0,0,37384837,0,0,1,Entire apartment,60.194,https://www.airbnb.com/api/v2/pdp_listing_details/37384837?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.96007,8,1,0.0,4,2,$109,1.0,0.0,100.0,within an hour,91.0,87.0,24,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,91.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2010-05-01
184,225,9.0,1.0,0.0,0.0,4.69,1.5,3 bedrooms,3.0,9.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,22,9.0,9.0,0,4898630,0,0,0,Entire apartment,60.15873000000001,https://www.airbnb.com/api/v2/pdp_listing_details/4898630?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.92002,1125,1,0.8,16,25,$385,1.0,0.0,100.0,within an hour,91.0,87.0,265,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,91.0,0.9,22,272,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2014-12-01
185,226,9.0,1.0,0.0,0.0,4.77,1.5,2 bedrooms,2.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,87,9.0,9.0,0,2550059,0,0,0,Entire loft,60.1644,https://www.airbnb.com/api/v2/pdp_listing_details/2550059?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.90296,1125,1,0.8,4,39,$256,35.0,0.0,90.0,within a few hours,91.0,87.0,132,Entire loft,Entire home/apt,entire_home,Entire loft,5.0,9.0,91.0,0.95,0,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-12-01
186,227,9.0,1.0,0.0,0.0,,1.0,1 bedroom,1.0,0.0,1,CANCEL_FLEXIBLE,8.0,Helsinki,16,9.0,9.0,0,39164238,0,0,0,Private room,60.23188,https://www.airbnb.com/api/v2/pdp_listing_details/39164238?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,25.10118,7,1,0.94,2,1,$42,1.0,0.0,100.0,within a few hours,91.0,87.0,2,Private room in apartment,Private room,private_room,Private room,,9.0,91.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-10-01
187,229,9.0,1.0,0.0,0.0,4.5,0.5,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,0,9.0,9.0,0,39743804,0,0,0,Shared room,60.20602,https://www.airbnb.com/api/v2/pdp_listing_details/39743804?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.8559,30,1,0.8,2,9,$39,36.0,0.0,0.0,unknown,91.0,87.0,3,Shared room in townhouse,Shared room,shared_room,Shared room,4.5,9.0,91.0,0.9,22,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-04-01
188,230,9.0,1.0,0.0,0.0,4.53,1.0,2 bedrooms,2.0,5.0,1,CANCEL_FLEXIBLE,8.0,Helsinki,32,9.0,9.0,0,34502613,0,0,0,Entire cabin,60.27361,https://www.airbnb.com/api/v2/pdp_listing_details/34502613?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,25.04119,1125,1,0.9,4,11,$115,4.0,0.0,100.0,within an hour,91.0,87.0,45,Entire cabin,Entire home/apt,entire_home,Entire cabin,4.5,9.0,91.0,0.91,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2019-01-01
189,233,9.0,1.0,0.0,0.0,,4.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,8.0,Helsinki,0,9.0,9.0,0,41799227,0,0,0,Hostel room,60.17862,https://www.airbnb.com/api/v2/pdp_listing_details/41799227?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.959670000000006,1125,1,0.0,4,15,$73,45.0,0.0,100.0,within an hour,91.0,87.0,0,Private room in hostel,Private room,private_room,Hostel room,,9.0,91.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
190,236,,1.0,1.0,0.0,3.43,1.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,,Helsinki,33,,,0,5713056,0,0,0,Private room,60.18875,https://www.airbnb.com/api/v2/pdp_listing_details/5713056?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.87142,1125,1,0.92,2,20,$74,2.0,0.0,100.0,within a few hours,0.0,,7,Private room in house,Private room,private_room,Private room,3.5,,0.0,0.96,11,326,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2014-04-01
191,237,,1.0,1.0,0.0,4.59,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,38,,,0,23867247,0,0,0,Entire apartment,60.16464000000001,https://www.airbnb.com/api/v2/pdp_listing_details/23867247?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.924570000000006,1125,1,0.85,4,11,$154,1.0,0.0,100.0,within an hour,0.0,,58,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.95,11,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2018-03-01
192,238,,1.0,1.0,0.0,4.65,1.0,1 bedroom,1.0,3.0,1,CANCEL_MODERATE,,Helsinki,22,,,0,13509024,0,0,0,Entire apartment,60.15625,https://www.airbnb.com/api/v2/pdp_listing_details/13509024?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.94627,1125,1,0.75,4,34,$128,1.0,0.0,100.0,within a few hours,0.0,,69,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.9,11,98,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-11-01
193,239,,1.0,1.0,0.0,4.0,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,38279258,0,0,0,Private room,60.21838,https://www.airbnb.com/api/v2/pdp_listing_details/38279258?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.85648,1125,1,0.0,2,10,$74,1.0,0.0,100.0,within a day,0.0,,3,Private room in apartment,Private room,private_room,Private room,4.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017-09-01
194,241,,1.0,1.0,0.0,,6.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,41797530,0,0,0,Hostel room,60.18008,https://www.airbnb.com/api/v2/pdp_listing_details/41797530?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.95841,1125,1,0.0,4,12,$73,45.0,0.0,100.0,within an hour,0.0,,0,Private room in hostel,Private room,private_room,Hostel room,,,0.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
195,244,,1.0,1.0,0.0,,1.5,3 bedrooms,3.0,5.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,22,,,0,41363321,0,0,1,Private room,60.18645,https://www.airbnb.com/api/v2/pdp_listing_details/41363321?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.91988,1125,1,0.75,8,15,$266,1.0,0.0,90.0,within an hour,0.0,,1,Private room in apartment,Private room,private_room,Private room,,,0.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-01-01
196,245,,1.0,1.0,0.0,,1.0,1 bedroom,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,22411680,0,0,0,Entire place,60.21579000000001,https://www.airbnb.com/api/v2/pdp_listing_details/22411680?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.872770000000006,1125,1,0.0,3,21,$72,,0.0,70.0,within a few hours,0.0,,1,,Entire home/apt,entire_home,Entire place,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-12-01
197,246,,1.0,1.0,0.0,4.59,1.0,1 bedroom,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,0,,,0,23778149,0,0,0,Private room,60.1799,https://www.airbnb.com/api/v2/pdp_listing_details/23778149?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.95313,6,1,0.61,4,6,$83,1.0,0.0,100.0,within an hour,0.0,,55,Private room in apartment,Private room,private_room,Private room,4.5,,0.0,0.82,11,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02-01
198,248,,1.0,1.0,0.0,4.86,1.0,1 bedroom,1.0,3.0,0,CANCEL_FLEXIBLE,,Helsinki,22,,,0,35342403,0,0,1,Entire apartment,60.18836,https://www.airbnb.com/api/v2/pdp_listing_details/35342403?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.96529,1125,1,0.4,3,22,$94,1.0,0.0,100.0,within an hour,0.0,,7,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.75,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2012-05-01
199,250,,1.0,1.0,0.0,,1.0,1 bedroom,1.0,2.0,0,CANCEL_FLEXIBLE,,Helsinki,0,,,0,41813525,0,0,0,Entire apartment,60.19367,https://www.airbnb.com/api/v2/pdp_listing_details/41813525?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.95336,1125,1,0.0,3,3,$100,1.0,0.0,100.0,within a few hours,0.0,,2,Entire apartment,Entire home/apt,entire_home,Entire apartment,,,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2014-08-01
200,252,9.0,1.0,1.0,0.0,4.9,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,9.0,Helsinki,33,9.0,9.0,0,29734812,0,0,1,Entire condominium,60.16559,https://www.airbnb.com/api/v2/pdp_listing_details/29734812?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.93545,1125,1,0.9,5,8,$360,37.0,0.0,90.0,within a few hours,60.0,86.0,52,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,8.0,60.0,0.92,11,326,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2018-05-01
201,253,9.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,4.0,0,CANCEL_MODERATE,9.0,Helsinki,5,9.0,9.0,0,42370980,0,1,0,Shared room,60.18356,https://www.airbnb.com/api/v2/pdp_listing_details/42370980?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.95237,1125,1,1.0,2,11,$76,1.0,0.0,90.0,within an hour,60.0,86.0,0,Shared room in apartment,Shared room,shared_room,Shared room,,8.0,60.0,1.0,22,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-01
202,254,9.0,1.0,1.0,0.0,4.44,1.0,1 bedroom,1.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,0,9.0,9.0,0,30722049,0,0,0,Entire apartment,60.23242,https://www.airbnb.com/api/v2/pdp_listing_details/30722049?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.87526,1125,1,0.0,3,11,$118,1.0,0.0,53.0,within a day,60.0,86.0,9,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,8.0,60.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017-10-01
203,255,9.0,1.0,1.0,0.0,4.33,1.5,3 bedrooms,3.0,2.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,9.0,9.0,0,29531724,0,0,0,Entire condominium,60.15812,https://www.airbnb.com/api/v2/pdp_listing_details/29531724?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.92003,1125,1,0.75,8,25,$288,37.0,0.0,100.0,within an hour,60.0,86.0,12,Entire condominium,Entire home/apt,entire_home,Entire condominium,4.5,8.0,60.0,0.85,22,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2016-09-01
204,258,9.0,1.0,1.0,0.0,4.74,1.0,2 bedrooms,2.0,3.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,65,9.0,9.0,0,39571678,0,0,1,Entire apartment,60.1595,https://www.airbnb.com/api/v2/pdp_listing_details/39571678?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.94203,1125,1,0.0,6,10,$128,1.0,0.0,100.0,within an hour,60.0,86.0,19,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,8.0,60.0,0.0,16,272,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-08-01
205,259,9.0,1.0,1.0,0.0,3.4,1.0,Studio,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,0,9.0,9.0,0,30722739,0,0,0,Entire apartment,60.23242,https://www.airbnb.com/api/v2/pdp_listing_details/30722739?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.87526,1125,1,0.0,2,8,$98,1.0,0.0,53.0,within a day,60.0,86.0,5,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.5,8.0,60.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017-10-01
206,261,9.0,1.0,1.0,0.0,,1.5,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,9.0,9.0,0,43072263,0,1,0,Private room,60.23222,https://www.airbnb.com/api/v2/pdp_listing_details/43072263?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.90036,3,1,0.0,2,10,$26,1.0,0.0,0.0,unknown,60.0,86.0,0,Private room in apartment,Private room,private_room,Private room,,8.0,60.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017-12-01
207,262,9.0,1.0,1.0,0.0,4.92,1.5,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,38,9.0,9.0,0,16178008,0,0,1,Private room,60.17478000000001,https://www.airbnb.com/api/v2/pdp_listing_details/16178008?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.92282,1125,1,0.6,2,46,$147,1.0,0.0,43.0,a few days or more,60.0,86.0,24,Private room in apartment,Private room,private_room,Private room,5.0,8.0,60.0,0.9,0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-06-01
208,263,9.0,1.0,1.0,0.0,4.84,1.0,1 bedroom,1.0,1.0,0,CANCEL_FLEXIBLE,9.0,Helsinki,43,9.0,9.0,0,1413969,0,0,0,Entire apartment,60.15821,https://www.airbnb.com/api/v2/pdp_listing_details/1413969?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.93589,1125,1,0.85,3,19,$154,1.0,0.0,0.0,unknown,60.0,86.0,135,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,8.0,60.0,0.95,22,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2011-11-01
209,265,9.0,1.0,1.0,0.0,4.33,1.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,0,9.0,9.0,0,31602136,0,0,0,Private room,60.17243000000001,https://www.airbnb.com/api/v2/pdp_listing_details/31602136?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,25.02183,28,1,0.7,2,25,$77,67.0,0.0,100.0,within an hour,60.0,86.0,3,Private room in tiny house,Private room,private_room,Private room,4.5,8.0,60.0,0.9,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2016-07-01
210,266,9.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,9.0,Helsinki,38,9.0,9.0,0,42972344,0,1,1,Entire apartment,60.15873000000001,https://www.airbnb.com/api/v2/pdp_listing_details/42972344?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.93438,1125,1,0.0,4,17,$160,1.0,0.0,100.0,within an hour,60.0,86.0,0,Entire apartment,Entire home/apt,entire_home,Entire apartment,,8.0,60.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016-03-01
211,268,9.0,1.0,1.0,0.0,4.79,1.5,1 bedroom,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,11,9.0,9.0,0,21963789,0,0,0,Private room,60.17863000000001,https://www.airbnb.com/api/v2/pdp_listing_details/21963789?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.94906,10,1,0.0,3,16,$90,1.0,0.0,100.0,within an hour,60.0,86.0,84,Private room in apartment,Private room,private_room,Private room,5.0,8.0,60.0,0.0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-08-01
212,269,9.0,1.0,1.0,0.0,4.79,2.5,4 bedrooms,4.0,6.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,65,9.0,9.0,0,15718039,0,0,1,Entire apartment,60.16109,https://www.airbnb.com/api/v2/pdp_listing_details/15718039?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.94124,1125,1,0.95,8,34,$450,1.0,0.0,90.0,within an hour,60.0,86.0,161,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,8.0,60.0,0.95,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2014-02-01
213,272,8.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,7.0,Helsinki,11,5.0,7.0,0,36423072,0,0,0,Entire house,60.15908,https://www.airbnb.com/api/v2/pdp_listing_details/36423072?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,8.0,24.94589,1125,1,0.0,3,8,$141,2.0,0.0,0.0,unknown,7.0,69.0,1,Entire house,Entire home/apt,entire_home,Entire house,,7.0,7.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-07-01
214,274,8.0,1.0,1.0,0.0,4.52,1.0,3 bedrooms,3.0,6.0,0,CANCEL_FLEXIBLE,7.0,Helsinki,43,5.0,7.0,0,10902694,0,0,0,Entire apartment,60.17208,https://www.airbnb.com/api/v2/pdp_listing_details/10902694?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,8.0,24.92837,1125,1,0.75,8,26,$256,1.0,0.0,100.0,within an hour,7.0,69.0,132,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,7.0,7.0,0.85,16,109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2015-07-01
